"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"01/01/2020 00:00 - 01/01/2020 01:00","BZN|BG","4243.00","4444.00"
"01/01/2020 01:00 - 01/01/2020 02:00","BZN|BG","4063.00","4234.00"
"01/01/2020 02:00 - 01/01/2020 03:00","BZN|BG","3924.00","4064.00"
"01/01/2020 03:00 - 01/01/2020 04:00","BZN|BG","3838.00","3942.00"
"01/01/2020 04:00 - 01/01/2020 05:00","BZN|BG","3795.00","3882.00"
"01/01/2020 05:00 - 01/01/2020 06:00","BZN|BG","3800.00","3870.00"
"01/01/2020 06:00 - 01/01/2020 07:00","BZN|BG","3886.00","3933.00"
"01/01/2020 07:00 - 01/01/2020 08:00","BZN|BG","4071.00","4125.00"
"01/01/2020 08:00 - 01/01/2020 09:00","BZN|BG","4304.00","4402.00"
"01/01/2020 09:00 - 01/01/2020 10:00","BZN|BG","4443.00","4548.00"
"01/01/2020 10:00 - 01/01/2020 11:00","BZN|BG","4499.00","4578.00"
"01/01/2020 11:00 - 01/01/2020 12:00","BZN|BG","4493.00","4495.00"
"01/01/2020 12:00 - 01/01/2020 13:00","BZN|BG","4400.00","4329.00"
"01/01/2020 13:00 - 01/01/2020 14:00","BZN|BG","4324.00","4231.00"
"01/01/2020 14:00 - 01/01/2020 15:00","BZN|BG","4351.00","4268.00"
"01/01/2020 15:00 - 01/01/2020 16:00","BZN|BG","4548.00","4512.00"
"01/01/2020 16:00 - 01/01/2020 17:00","BZN|BG","4957.00","5151.00"
"01/01/2020 17:00 - 01/01/2020 18:00","BZN|BG","5191.00","5470.00"
"01/01/2020 18:00 - 01/01/2020 19:00","BZN|BG","5127.00","5390.00"
"01/01/2020 19:00 - 01/01/2020 20:00","BZN|BG","4999.00","5222.00"
"01/01/2020 20:00 - 01/01/2020 21:00","BZN|BG","4821.00","5001.00"
"01/01/2020 21:00 - 01/01/2020 22:00","BZN|BG","4722.00","4925.00"
"01/01/2020 22:00 - 01/01/2020 23:00","BZN|BG","4468.00","4626.00"
"01/01/2020 23:00 - 02/01/2020 00:00","BZN|BG","4151.00","4580.00"
"02/01/2020 00:00 - 02/01/2020 01:00","BZN|BG","3938.00","4273.00"
"02/01/2020 01:00 - 02/01/2020 02:00","BZN|BG","3824.00","4148.00"
"02/01/2020 02:00 - 02/01/2020 03:00","BZN|BG","3772.00","4090.00"
"02/01/2020 03:00 - 02/01/2020 04:00","BZN|BG","3811.00","4122.00"
"02/01/2020 04:00 - 02/01/2020 05:00","BZN|BG","3929.00","4293.00"
"02/01/2020 05:00 - 02/01/2020 06:00","BZN|BG","4249.00","4700.00"
"02/01/2020 06:00 - 02/01/2020 07:00","BZN|BG","4714.00","5250.00"
"02/01/2020 07:00 - 02/01/2020 08:00","BZN|BG","5248.00","5808.00"
"02/01/2020 08:00 - 02/01/2020 09:00","BZN|BG","5531.00","6102.00"
"02/01/2020 09:00 - 02/01/2020 10:00","BZN|BG","5546.00","6057.00"
"02/01/2020 10:00 - 02/01/2020 11:00","BZN|BG","5459.00","5933.00"
