timestamp,base_grid_load_kw
2023-01-01 00:00:00,903.0612012575913
2023-01-01 01:00:00,888.228044547092
2023-01-01 02:00:00,911.4547506251772
2023-01-01 03:00:00,943.1953134268807
2023-01-01 04:00:00,920.8318078645457
2023-01-01 05:00:00,957.6734029177887
2023-01-01 06:00:00,1050.4823947084885
2023-01-01 07:00:00,1072.402468093624
2023-01-01 08:00:00,1058.6182676622113
2023-01-01 09:00:00,1066.8414995231076
2023-01-01 10:00:00,999.7208617906259
2023-01-01 11:00:00,953.1388290355643
2023-01-01 12:00:00,937.1160094788918
2023-01-01 13:00:00,870.2321985346181
2023-01-01 14:00:00,884.5133539262755
2023-01-01 15:00:00,946.1627197549477
2023-01-01 16:00:00,988.1378731365912
2023-01-01 17:00:00,1084.553228232038
2023-01-01 18:00:00,1106.8633850260678
2023-01-01 19:00:00,1115.0376753021178
2023-01-01 20:00:00,1166.197134480046
2023-01-01 21:00:00,1070.9980085957484
2023-01-01 22:00:00,1014.847776506457
2023-01-01 23:00:00,923.2608184083234
2023-01-02 00:00:00,917.3779444285192
2023-01-02 01:00:00,934.8018819284566
2023-01-02 02:00:00,906.8318628464406
2023-01-02 03:00:00,954.8561825846601
2023-01-02 04:00:00,952.0138400939973
2023-01-02 05:00:00,996.5786482060247
2023-01-02 06:00:00,1036.3035741244069
2023-01-02 07:00:00,1139.867719586863
2023-01-02 08:00:00,1110.3618618014752
2023-01-02 09:00:00,1067.178890318899
2023-01-02 10:00:00,1072.2140920228553
2023-01-02 11:00:00,974.6051467348835
2023-01-02 12:00:00,976.6327076741981
2023-01-02 13:00:00,909.416616663407
2023-01-02 14:00:00,934.7758136259789
2023-01-02 15:00:00,1005.4856039920384
2023-01-02 16:00:00,1072.2644807541753
2023-01-02 17:00:00,1121.3254170562436
2023-01-02 18:00:00,1167.0169449637303
2023-01-02 19:00:00,1183.1618405551062
2023-01-02 20:00:00,1132.9370306071598
2023-01-02 21:00:00,1098.9904760073823
2023-01-02 22:00:00,1041.9877672246025
2023-01-02 23:00:00,1025.651743828471
2023-01-03 00:00:00,939.9219308928704
2023-01-03 01:00:00,888.2967744136517
2023-01-03 02:00:00,944.0527626288782
2023-01-03 03:00:00,936.1806362276205
2023-01-03 04:00:00,950.4507184463286
2023-01-03 05:00:00,1019.5068602838884
2023-01-03 06:00:00,1077.4651886045508
2023-01-03 07:00:00,1117.1867290640546
2023-01-03 08:00:00,1090.0628154513677
2023-01-03 09:00:00,1086.2353152585265
2023-01-03 10:00:00,1060.276016117375
2023-01-03 11:00:00,1029.8588272742281
2023-01-03 12:00:00,959.775722964957
2023-01-03 13:00:00,954.110856455816
2023-01-03 14:00:00,940.6660516102991
2023-01-03 15:00:00,971.0028686053037
2023-01-03 16:00:00,1074.4599229261553
2023-01-03 17:00:00,1151.291171852775
2023-01-03 18:00:00,1168.4518600959382
2023-01-03 19:00:00,1216.1217165041494
2023-01-03 20:00:00,1179.2849421045466
2023-01-03 21:00:00,1101.2025484641322
2023-01-03 22:00:00,1062.8825877483177
2023-01-03 23:00:00,1038.0185634466575
2023-01-04 00:00:00,930.7794778674913
2023-01-04 01:00:00,971.8325248846515
2023-01-04 02:00:00,870.800690983346
2023-01-04 03:00:00,966.6989110389904
2023-01-04 04:00:00,969.8936003515131
2023-01-04 05:00:00,997.0834244928013
2023-01-04 06:00:00,1054.327875147121
2023-01-04 07:00:00,1044.5591584127085
2023-01-04 08:00:00,1105.8951115275772
2023-01-04 09:00:00,1103.2370941341817
2023-01-04 10:00:00,1089.285436642405
2023-01-04 11:00:00,992.8570988309093
2023-01-04 12:00:00,951.886394030341
2023-01-04 13:00:00,946.5520599743794
2023-01-04 14:00:00,991.5531340945829
2023-01-04 15:00:00,1009.4704671403938
2023-01-04 16:00:00,1041.2464274637057
2023-01-04 17:00:00,1130.56051215792
2023-01-04 18:00:00,1173.0227070607289
2023-01-04 19:00:00,1215.5931740117524
2023-01-04 20:00:00,1153.0363693230033
2023-01-04 21:00:00,1109.4826438558973
2023-01-04 22:00:00,1044.3886489738848
2023-01-04 23:00:00,963.3234307732865
2023-01-05 00:00:00,939.421383210557
2023-01-05 01:00:00,939.5860627325011
2023-01-05 02:00:00,936.7654024403537
2023-01-05 03:00:00,940.6299175339336
2023-01-05 04:00:00,932.676402533001
2023-01-05 05:00:00,994.3857226240166
2023-01-05 06:00:00,1043.8092402592667
2023-01-05 07:00:00,1074.5346969858929
2023-01-05 08:00:00,1107.6980133705674
2023-01-05 09:00:00,1104.753798705454
2023-01-05 10:00:00,1099.835980492833
2023-01-05 11:00:00,1010.521547047249
2023-01-05 12:00:00,978.8807413094422
2023-01-05 13:00:00,957.5780856085411
2023-01-05 14:00:00,921.0420482082575
2023-01-05 15:00:00,1000.9320899513738
2023-01-05 16:00:00,1056.3394352451098
2023-01-05 17:00:00,1179.6531265809206
2023-01-05 18:00:00,1166.1299916462024
2023-01-05 19:00:00,1199.258980245473
2023-01-05 20:00:00,1170.0631498660084
2023-01-05 21:00:00,1088.8004940190558
2023-01-05 22:00:00,1083.1051706037667
2023-01-05 23:00:00,1019.0528777324614
2023-01-06 00:00:00,952.1369129342187
2023-01-06 01:00:00,910.6677325323353
2023-01-06 02:00:00,972.0501617718945
