timestamp,price_eur_mwh
2023-01-01 00:00:00,52.483570765056164
2023-01-01 01:00:00,51.89686894516928
2023-01-01 02:00:00,58.23844269050346
2023-01-01 03:00:00,64.6862170939056
2023-01-01 04:00:00,57.489487164227704
2023-01-01 05:00:00,58.48857347814478
2023-01-01 06:00:00,67.89606407753696
2023-01-01 07:00:00,63.496431908655225
2023-01-01 08:00:00,56.31288210816963
2023-01-01 09:00:00,59.7838680297953
2023-01-01 10:00:00,52.68291153593769
2023-01-01 11:00:00,50.25954168317393
2023-01-01 12:00:00,51.20981135783017
2023-01-01 13:00:00,37.8454083256858
2023-01-01 14:00:00,36.375410837434835
2023-01-01 15:00:00,40.117494541929666
2023-01-01 16:00:00,36.2755903604835
2023-01-01 17:00:00,41.91197840008569
2023-01-01 18:00:00,35.45987962239394
2023-01-01 19:00:00,33.279223230432855
2023-01-01 20:00:00,48.66798980676339
2023-01-01 21:00:00,41.80005068570185
2023-01-01 22:00:00,45.33764102343961
2023-01-01 23:00:00,40.288068617907506
2023-01-02 00:00:00,47.27808637737409
2023-01-02 01:00:00,53.14280339957454
2023-01-02 02:00:00,49.24503211288849
2023-01-02 03:00:00,58.949557903593835
2023-01-02 04:00:00,55.65706058825036
2023-01-02 05:00:00,58.2007895139243
2023-01-02 06:00:00,56.991466938853016
2023-01-02 07:00:00,68.92064918543537
2023-01-02 08:00:00,58.59276791415472
2023-01-02 09:00:00,51.78251316708597
2023-01-02 10:00:00,59.11272456051594
2023-01-02 11:00:00,46.483972201170104
2023-01-02 12:00:00,51.04431797502378
2023-01-02 13:00:00,37.61345892957591
2023-01-02 14:00:00,38.359069755507846
2023-01-02 15:00:00,43.91323836748015
2023-01-02 16:00:00,45.03207886213267
2023-01-02 17:00:00,41.19758314305917
2023-01-02 18:00:00,39.4217585880588
2023-01-02 19:00:00,38.835223259162866
2023-01-02 20:00:00,33.94713601031848
2023-01-02 21:00:00,39.32971114616098
2023-01-02 22:00:00,42.69680614520105
2023-01-02 23:00:00,52.697420680069364
2023-01-03 00:00:00,51.718091447842305
2023-01-03 01:00:00,43.77298967421154
2023-01-03 02:00:00,56.620419846973974
2023-01-03 03:00:00,55.145656409783896
2023-01-03 04:00:00,55.27564403631459
2023-01-03 05:00:00,62.71763970709502
2023-01-03 06:00:00,65.15499761247976
2023-01-03 07:00:00,64.31565885847168
2023-01-03 08:00:00,54.46416642173119
2023-01-03 09:00:00,55.5250059326094
2023-01-03 10:00:00,56.65631715701782
2023-01-03 11:00:00,57.46591608663701
2023-01-03 12:00:00,47.60412881077355
2023-01-03 13:00:00,46.48351466565571
2023-01-03 14:00:00,39.468325129969855
2023-01-03 15:00:00,36.94789906773118
2023-01-03 16:00:00,45.40237507412661
2023-01-03 17:00:00,47.12194187996343
2023-01-03 18:00:00,39.63994939209833
2023-01-03 19:00:00,45.35840622656943
2023-01-03 20:00:00,43.14792608739379
2023-01-03 21:00:00,39.7033334151089
2023-01-03 22:00:00,46.806978027542065
2023-01-03 23:00:00,55.10199238130463
2023-01-04 00:00:00,49.82086980445024
2023-01-04 01:00:00,60.41140873009524
2023-01-04 02:00:00,41.901274479551276
2023-01-04 03:00:00,61.180580333741595
2023-01-04 04:00:00,59.095489379035236
2023-01-04 05:00:00,58.16422151056135
2023-01-04 06:00:00,60.458803882677515
2023-01-04 07:00:00,49.72141368988622
2023-01-04 08:00:00,57.56189459865683
2023-01-04 09:00:00,58.856630669424206
2023-01-04 10:00:00,62.38947022370758
2023-01-04 11:00:00,49.996839359656974
2023-01-04 12:00:00,45.95753198553406
2023-01-04 13:00:00,44.90302433105211
2023-01-04 14:00:00,49.57701058851037
2023-01-04 15:00:00,44.572687736432954
2023-01-04 16:00:00,38.690944943320424
2023-01-04 17:00:00,42.9070789026761
2023-01-04 18:00:00,40.4853877467402
2023-01-04 19:00:00,45.183966689773754
2023-01-04 20:00:00,37.82948049276886
2023-01-04 21:00:00,41.29062145514568
2023-01-04 22:00:00,43.039459234339205
2023-01-04 23:00:00,40.0942348083142
2023-01-05 00:00:00,51.48060138532288
2023-01-05 01:00:00,53.893466811924654
2023-01-05 02:00:00,55.025567283212304
2023-01-05 03:00:00,55.89813214498974
2023-01-05 04:00:00,51.58340032759231
2023-01-05 05:00:00,57.55603164906388
2023-01-05 06:00:00,58.286427417366156
2023-01-05 07:00:00,55.647871916782584
2023-01-05 08:00:00,57.85382547951434
2023-01-05 09:00:00,59.09132209593817
2023-01-05 10:00:00,64.43092950605265
2023-01-05 11:00:00,53.46107951518441
2023-01-05 12:00:00,51.28775195361382
2023-01-05 13:00:00,47.03957997014396
2023-01-05 14:00:00,35.40614392350479
2023-01-05 15:00:00,42.796362810888446
2023-01-05 16:00:00,41.64089701186075
2023-01-05 17:00:00,52.656952299535746
2023-01-05 18:00:00,39.03819517609439
2023-01-05 19:00:00,41.84847844877737
2023-01-05 20:00:00,41.1661871136294
2023-01-05 21:00:00,37.08554200003687
2023-01-05 22:00:00,50.71411407257509
2023-01-05 23:00:00,51.17147471240866
2023-01-06 00:00:00,53.95515973521523
2023-01-06 01:00:00,48.04125317705151
2023-01-06 02:00:00,62.013971554680495
2023-01-06 03:00:00,50.06181249790407
2023-01-06 04:00:00,61.594539506845734
2023-01-06 05:00:00,70.61153639194058
2023-01-06 06:00:00,55.04731837434656
2023-01-06 07:00:00,56.82776961487682
2023-01-06 08:00:00,59.158510863282594
2023-01-06 09:00:00,54.55368954128448
2023-01-06 10:00:00,47.24668284466934
2023-01-06 11:00:00,52.93100532505535
2023-01-06 12:00:00,44.688481431369475
2023-01-06 13:00:00,49.779771702150704
2023-01-06 14:00:00,40.402878828830985
2023-01-06 15:00:00,50.67860421322223
2023-01-06 16:00:00,37.423479500474436
2023-01-06 17:00:00,38.73043415608094
