timestamp,load_kwh,solar_kwh,wind_kwh,fossil_kwh,solar_emission_factor,wind_emission_factor,fossil_emission_factor,co2_kg
2023-01-01 00:00:00,272.4802928501648,1.092771136624712,34.3240360213488,237.06348569219128,0.02,0.01,0.6952486436492974,165.18316266921659
2023-01-01 01:00:00,271.8365510908661,0.0,45.382689439547185,226.45386165131893,0.02,0.01,0.6680396949160019,151.73399554449307
2023-01-01 02:00:00,289.15852279707696,1.4249147838215237,48.59179395938552,239.14181405386992,0.02,0.01,0.6794560651629266,163.000772228237
2023-01-01 03:00:00,265.4282678910898,3.350665684097656,54.32792567667617,207.74967653031595,0.02,0.01,0.6849906738342116,142.91688348578933
2023-01-01 04:00:00,277.5849935387635,0.0,58.36417894859327,219.22081459017025,0.02,0.01,0.6953478696050709,153.01836818784906
2023-01-01 05:00:00,313.49798601248864,0.0,40.794137334847356,272.7038486776413,0.02,0.01,0.7133007724699253,194.92780729063165
2023-01-01 06:00:00,312.3785241448612,3.4742681941162616,42.428239141435654,266.4760168093093,0.02,0.01,0.6860364103646132,183.30601777541554
2023-01-01 07:00:00,346.74806735612407,12.425900250160243,39.09675166524012,295.22541544072374,0.02,0.01,0.6742466930116705,199.69424557556016
2023-01-01 08:00:00,362.99966740697994,19.710498174514466,45.66225512886579,297.6269141035997,0.02,0.01,0.6923391484047233,206.9095967675909
2023-01-01 09:00:00,331.1423815049316,30.529147431724788,49.61139102815165,251.00184304505518,0.02,0.01,0.7015264255281175,177.19112261128316
2023-01-01 10:00:00,327.8124521708277,34.90900303300663,52.01558333603174,240.88786580178936,0.02,0.01,0.6893966088425054,167.28561368908257
2023-01-01 11:00:00,287.67669152063183,39.04845372400495,43.12549882502549,205.5027389716014,0.02,0.01,0.6792499821811674,140.79995584737168
2023-01-01 12:00:00,297.3928874215888,42.019000644588004,39.865309057124115,215.50857771987668,0.02,0.01,0.6978964070475105,151.64169518208413
2023-01-01 13:00:00,285.47127669591544,35.86384264361236,41.61363339503408,207.993800657269,0.02,0.01,0.6949519238176948,145.6791050957458
2023-01-01 14:00:00,292.02046220987893,32.13370272566538,33.25824140849787,226.62851807571568,0.02,0.01,0.6780556591907542,154.6420056838514
2023-01-01 15:00:00,290.4185915369882,28.09848277150553,52.488372084652156,209.8317366808305,0.02,0.01,0.6921307238080537,146.31784516308076
2023-01-01 16:00:00,297.66059799816674,18.515113358835627,25.654462107374982,253.49102253195613,0.02,0.01,0.6982891233092992,177.63687077886792
2023-01-01 17:00:00,346.7332144866237,11.428887977733456,37.601870814443686,297.70245569444654,0.02,0.01,0.7001353680582993,209.03661485719
2023-01-01 18:00:00,335.2490270205699,0.0,50.2694852545155,284.97954176605435,0.02,0.01,0.6876519778796158,196.46944040319903
2023-01-01 19:00:00,363.79465072447067,0.0,36.3562856740936,327.43836505037706,0.02,0.01,0.6847356731709172,224.5722921714954
2023-01-01 20:00:00,371.30090826960543,3.224427291627419,35.57781605219093,332.49866492578707,0.02,0.01,0.700589205853523,233.36524231406827
2023-01-01 21:00:00,342.9757180031778,0.0,35.359483073115754,307.61623493006203,0.02,0.01,0.6762148626029015,208.36826486838495
2023-01-01 22:00:00,340.8574019285699,0.14856205031343245,37.84149994757117,302.8673399306853,0.02,0.01,0.6927022605419204,210.17827725478594
2023-01-01 23:00:00,309.94550542927277,0.0,50.16126677202861,259.78423865724415,0.02,0.01,0.6746162013590661,175.75626892362737
2023-01-02 00:00:00,283.47428475601953,0.0,30.23041793693192,253.2438668190876,0.02,0.01,0.706923228445628,179.3262760951734
2023-01-02 01:00:00,292.0537777801566,0.2440296973617054,58.000401495927875,233.80934658686704,0.02,0.01,0.6936890105669204,162.7758589040485
2023-01-02 02:00:00,292.548968550873,0.0,38.745751249087455,253.80321730178554,0.02,0.01,0.7089552980795067,180.32259308821605
2023-01-02 03:00:00,277.96458520193033,0.8265356403604783,48.08952569871685,229.04852386285302,0.02,0.01,0.7011835932865873,161.10249296893832
2023-01-02 04:00:00,294.05272635205233,0.0,47.90489279685447,246.14783355519785,0.02,0.01,0.6840372634224128,168.8533393904216
2023-01-02 05:00:00,312.93550936520245,0.0,55.628879162367916,257.3066302028345,0.02,0.01,0.7105157430438045,183.37670034028807
2023-01-02 06:00:00,313.6925862741382,0.0,40.52658085305224,273.16600542108597,0.02,0.01,0.7117819183873093,194.83988918534922
2023-01-02 07:00:00,355.1138809885066,14.873795935351115,54.74421493654648,285.495870116609,0.02,0.01,0.7050923306490242,202.14586651926342
2023-01-02 08:00:00,358.21986241638086,20.83195468548292,65.07977110195307,272.3081366289449,0.02,0.01,0.6886535870726699,188.5934118833268
2023-01-02 09:00:00,334.49148395383423,27.175862311462033,40.413873971208076,266.9017476711641,0.02,0.01,0.693209326179458,185.9664366451887
2023-01-02 10:00:00,343.0889475765939,37.94303407667198,50.04139448951124,255.10451901041068,0.02,0.01,0.6977237378970896,179.25175318481146
2023-01-02 11:00:00,328.71376077434354,37.615754254660224,42.632490342277336,248.465516177406,0.02,0.01,0.6892323617297177,172.42911451186288
2023-01-02 12:00:00,309.66279053249565,42.18279706882321,48.69466175958972,218.78533170408272,0.02,0.01,0.7131929314476642,157.36675463475672
2023-01-02 13:00:00,297.7916597029085,35.990336012060965,44.29457148753361,217.5067522033139,0.02,0.01,0.6977127304402925,152.9199824040908
2023-01-02 14:00:00,312.0435975863205,33.21142596246842,38.2230429529283,240.60912867092378,0.02,0.01,0.6692359852519585,162.0707462354796
2023-01-02 15:00:00,324.93038966847513,29.935921074077093,44.8859166232167,250.10855197118133,0.02,0.01,0.6996630238505943,176.03928335076395
2023-01-02 16:00:00,339.88473076295094,22.48627505589628,53.14773566203904,264.2507200450156,0.02,0.01,0.6927878917548589,184.05090209242812
2023-01-02 17:00:00,349.40113164575445,11.175794148049398,38.581569816412966,299.6437676812921,0.02,0.01,0.6955202001618476,209.01762485606753
2023-01-02 18:00:00,381.9313629777994,0.0,44.75175691127574,337.17960606652366,0.02,0.01,0.692583272065175,233.97247241231244
2023-01-02 19:00:00,400.5509133826287,0.0,30.864985653405913,369.6859277292228,0.02,0.01,0.7043399298890989,260.6932102743213
2023-01-02 20:00:00,371.4494661105669,0.0,33.82224425580578,337.6272218547611,0.02,0.01,0.7074663435085659,239.19811855710125
2023-01-02 21:00:00,384.45050618363246,0.0,44.777654574281826,339.67285160935063,0.02,0.01,0.6990999973456186,237.91306620421852
2023-01-02 22:00:00,329.77200792460945,0.0,53.102263515990224,276.66974440861924,0.02,0.01,0.6928763538516505,192.22894636207207
2023-01-02 23:00:00,316.63536869971506,2.3256688976816147,46.64983048712296,267.65986931491045,0.02,0.01,0.6958560936749404,186.7657627778435
2023-01-03 00:00:00,283.8531702098682,0.7559602370506152,46.20089863175119,236.8963113410664,0.02,0.01,0.7037074062574752,167.18281699684366
2023-01-03 01:00:00,295.00719919900024,0.0,49.94025895399187,245.06694024500837,0.02,0.01,0.6954871096930506,170.94030054186035
2023-01-03 02:00:00,272.8126886158007,0.7129847326685491,42.639450707625244,229.46025317550692,0.02,0.01,0.7093006965774112,163.1969716159458
2023-01-03 03:00:00,291.00013672230097,0.0,56.866552817020114,234.13358390528086,0.02,0.01,0.7081118333303036,166.3614268715331
2023-01-03 04:00:00,292.83399089169956,0.0,59.76478870438376,233.0692021873158,0.02,0.01,0.7189158224894656,168.15478507450155
2023-01-03 05:00:00,321.89063236968605,1.3456878354499096,51.02322747331611,269.52171706092,0.02,0.01,0.7160649078945837,193.53218953425989
2023-01-03 06:00:00,350.6625327605341,2.2681989494910924,51.10200981109676,297.29232399994623,0.02,0.01,0.6966546609157976,207.6664672461528
2023-01-03 07:00:00,362.89796556087924,12.908803975999064,56.049007410712015,293.94015417416813,0.02,0.01,0.7117143938367886,210.02010480598736
2023-01-03 08:00:00,333.3507441679284,19.133606661070058,50.531419115835725,263.6857183910226,0.02,0.01,0.6940018762607543,183.88636963091432
2023-01-03 09:00:00,379.6729785507254,28.98977097719455,52.17201723015179,298.5111903433791,0.02,0.01,0.7104707311011075,213.18497923696782
2023-01-03 10:00:00,342.38368442673413,37.067006673511685,66.09035736957887,239.22632038364358,0.02,0.01,0.6983452681040978,168.4648125530384
2023-01-03 11:00:00,311.4072300981538,42.67622519767984,48.216039210806414,220.51496568966752,0.02,0.01,0.6932788778579431,154.21405286027718
2023-01-03 12:00:00,309.42584376002605,40.9055871010601,45.883923781264706,222.63633287770125,0.02,0.01,0.7063118635186729,158.52763414164662
2023-01-03 13:00:00,304.3966876214662,40.121576169350256,42.30659793535202,221.9685135167639,0.02,0.01,0.6767657388101576,151.44618254550568
2023-01-03 14:00:00,297.5460391078973,33.90429018161059,50.60164864591282,213.04010028037388,0.02,0.01,0.6860016543476466,147.32996352481635
2023-01-03 15:00:00,319.7446772968775,27.03838363108975,42.88109494576726,249.8251987200205,0.02,0.01,0.7017364912539561,176.28103699868896
2023-01-03 16:00:00,329.5081524208888,22.7674420214271,38.65054115445665,268.09016924500503,0.02,0.01,0.7043358277580474,189.66736552094872
2023-01-03 17:00:00,355.04606668470905,13.843715776799248,51.84587811358994,289.35647279431987,0.02,0.01,0.699818222390117,203.2922655246671
2023-01-03 18:00:00,370.97873610862194,0.0,52.32952587700872,318.6492102316132,0.02,0.01,0.687717047104523,219.66378918144346
2023-01-03 19:00:00,369.6150220418649,2.2077723753624534,38.393784927507916,329.0134647389945,0.02,0.01,0.6953324916703139,229.20184552683034
2023-01-03 20:00:00,380.96098440251006,0.7955992551047952,30.13037276318232,350.03501238422297,0.02,0.01,0.7074235033640729,247.94021047366758
2023-01-03 21:00:00,366.90075929825707,0.0,51.20225998715244,315.6984993111046,0.02,0.01,0.7093292277979826,224.4461953331993
2023-01-03 22:00:00,342.8601142313683,0.7950703321185107,40.59989606509323,301.46514783415654,0.02,0.01,0.7033491789157396,212.45716456815933
2023-01-03 23:00:00,326.687519517274,3.3836804462251324,52.37376976893752,270.93006930211135,0.02,0.01,0.7150797479020689,194.3280169622577
2023-01-04 00:00:00,296.41647646738994,0.0,36.026966312163644,260.3895101552263,0.02,0.01,0.7136997632536881,186.20020141465045
2023-01-04 01:00:00,286.53663977462156,3.442216042790814,57.61878867485679,225.47563505697397,0.02,0.01,0.7022512364795137,158.98557572236794
2023-01-04 02:00:00,304.39671188586556,0.0,44.33948953118102,260.05722235468454,0.02,0.01,0.7069207724849796,184.2832474125835
2023-01-04 03:00:00,281.8638244152657,1.8081855096254926,59.17568255673145,220.87995634890876,0.02,0.01,0.6956971314470173,154.29347256183803
2023-01-04 04:00:00,295.7327852909999,0.1915035501239767,55.11375693370817,240.42752480716777,0.02,0.01,0.7086444031151816,170.93258744977547
2023-01-04 05:00:00,309.2975679231669,0.0,48.93567205810439,260.36189586506254,0.02,0.01,0.7208467992113091,188.17039599149956
2023-01-04 06:00:00,352.2912335493662,0.20187370837810506,52.96843884565903,299.1209209953291,0.02,0.01,0.7165786938662054,214.87740073751348
2023-01-04 07:00:00,367.06075007045285,6.548485451435565,60.417477192577806,300.0947874264395,0.02,0.01,0.723745886278287,217.92751237439705
2023-01-04 08:00:00,368.25971592804234,20.61473853102342,55.75510663065977,291.88987076635914,0.02,0.01,0.7066969405811059,207.24752449412745
2023-01-04 09:00:00,368.6326976833997,30.622748991388583,58.151224586573164,279.858724105438,0.02,0.01,0.7231867909642383,203.58409983485134
2023-01-04 10:00:00,328.8903283356072,39.79420373451582,66.65277712775489,222.44334747333647,0.02,0.01,0.7077927507546161,158.90620064118556
2023-01-04 11:00:00,325.50975780766885,39.61804391741825,40.42091602478426,245.47079786546635,0.02,0.01,0.7244416438447947,179.025838360148
2023-01-04 12:00:00,306.63961217680406,40.417347442166886,61.13818106092686,205.08408367371032,0.02,0.01,0.7095072255446745,146.9283679701587
2023-01-04 13:00:00,313.04639158332014,39.65437290173429,48.99527032819386,224.39674835339198,0.02,0.01,0.7167981067571385,162.13020454348603
2023-01-04 14:00:00,304.76692950595697,38.55672149502905,40.526204697884594,225.68400331304332,0.02,0.01,0.7244769166621944,164.67924733709353
2023-01-04 15:00:00,313.35175921311895,30.56035377531405,36.26285696885428,246.52854846895062,0.02,0.01,0.7077915167332837,175.4646508840882
2023-01-04 16:00:00,343.8901186803317,19.93254423597846,43.297697878000626,280.6598765663526,0.02,0.01,0.7119096828945375,200.63611159107165
2023-01-04 17:00:00,371.0138371885514,12.050325416406924,50.473688861883296,308.4898229102612,0.02,0.01,0.7226144272711588,223.66494009822657
2023-01-04 18:00:00,371.79533998478865,0.21357060856569404,42.92484919350375,328.6569201827192,0.02,0.01,0.7083957613797951,233.25268910968228
2023-01-04 19:00:00,386.67556604777957,2.1310189791723566,54.60022259014352,329.9443244784637,0.02,0.01,0.6965168701940342,230.4004108295093
2023-01-04 20:00:00,367.1110557414929,0.0,34.46331078307895,332.64774495841397,0.02,0.01,0.7311558635649449,243.5619823358315
2023-01-04 21:00:00,330.50183043541307,0.0,45.49042971410483,285.01140072130823,0.02,0.01,0.7050281483757244,201.39596441365657
2023-01-04 22:00:00,339.6884232406839,0.0,38.05093892525466,301.6374843154292,0.02,0.01,0.7113133535284712,214.93927990755216
2023-01-04 23:00:00,324.7566773459741,0.0,50.810201943906144,273.94647540206796,0.02,0.01,0.721285859713607,198.10182104533214
2023-01-05 00:00:00,296.2698786739817,0.6514646095420674,56.025904766827594,239.59250929761203,0.02,0.01,0.7085560771140657,170.3380168336904
2023-01-05 01:00:00,270.13528815790147,0.5743215987957566,48.42527475099425,221.13569180811146,0.02,0.01,0.7045623370191564,156.2996189981568
2023-01-05 02:00:00,290.7112353695031,0.011249604613413958,34.58819603975655,256.1117897251331,0.02,0.01,0.717178389119126,184.02394774197714
2023-01-05 03:00:00,272.1345447904854,0.0,55.45297075084124,216.68157403964415,0.02,0.01,0.6967102521722538,151.51880379774977
2023-01-05 04:00:00,323.57793819072936,0.0,58.07101532098769,,0.02,0.01,0.7117619553826985,189.55843674262053
2023-01-05 05:00:00,308.4359968125583,0.0,58.44331127861279,249.99268553394552,0.02,0.01,0.7170914027945318,179.85203867069535
2023-01-05 06:00:00,354.9960871709427,0.0,64.46816837890157,290.52791879204113,0.02,0.01,0.711941497183126,207.48356316209242
2023-01-05 07:00:00,367.6984066427112,9.217203866114193,48.115872236337566,310.36533054025944,0.02,0.01,0.6992065067195202,217.6749613735897
2023-01-05 08:00:00,352.20565187079916,20.861179425654722,59.77535819700627,271.56911424813813,0.02,0.01,0.7305827957134178,199.41869988730446
2023-01-05 09:00:00,342.7768029033747,30.89287812573261,62.4078863106116,249.4760384670305,0.02,0.01,0.7156763976908694,179.78604894589392
2023-01-05 10:00:00,344.24684733891655,40.89681275741663,40.367579948100875,262.982454633399,0.02,0.01,0.728952537328995,192.92333963265287
2023-01-05 11:00:00,311.7954109408697,41.37025128737243,53.60817008819446,216.81698956530283,0.02,0.01,0.7120406536495733,155.74599769904032
2023-01-05 12:00:00,309.97220404103,42.99862684222997,46.28843421909279,220.68514297970725,0.02,0.01,0.70584089633447,157.09145600753277
2023-01-05 13:00:00,297.6905582647476,40.82239908445682,47.694120053819844,209.17403912647094,0.02,0.01,0.7173328253539293,151.3407936595121
2023-01-05 14:00:00,285.37640234072524,32.52590710109558,49.25142842091485,203.59906681871482,0.02,0.01,0.7124831448880955,146.2039358495105
2023-01-05 15:00:00,291.8061406622759,29.945635714752356,42.16445240023234,219.69605254729117,0.02,0.01,0.7028634015714641,155.43687204350954
