timestamp,dc_voltage_v,dc_current_a,ac_power_kw,inverter_temperature_c,efficiency_pct,vibration_mm_s,inverter_status
2023-01-01 00:00:00,428.3186112199044,1.940453909426019,0.0,24.454053010084813,96.04013215895503,0.3087292329024164,normal
2023-01-01 01:00:00,395.6678727399498,0.0,1.2813590709985045,24.2735916669922,96.74887567758283,0.32088950946524725,normal
2023-01-01 02:00:00,409.36751703625947,1.3720338362469937,1.2419525471360133,20.218667213923357,97.07723259764767,0.31406485622161434,normal
2023-01-01 03:00:00,416.0090474418015,0.22183038487243759,0.1946521041445476,24.217667112267012,97.03979979066622,0.24207596222646466,normal
2023-01-01 04:00:00,428.4376823668326,0.30263382508114406,2.4456202541651675,17.59691664344415,96.72588200487886,0.31815729650865887,normal
2023-01-01 05:00:00,449.98116580465796,0.0,0.0,12.615332612916424,96.69134846769788,0.2873568183608838,normal
2023-01-01 06:00:00,423.58078254031295,0.0,0.0,16.172900030912217,97.05333499428002,0.25693534467948004,normal
2023-01-01 07:00:00,422.78039531521875,3.274863346563223,1.2440321209066838,18.311505405012078,96.91024040891175,0.2566363327721876,normal
2023-01-01 08:00:00,455.00721129183154,5.7286862618748025,0.797699812816713,27.261383995328536,96.46070393920957,0.29116064470838326,normal
2023-01-01 09:00:00,483.3588951678512,7.2010128315200035,4.472250445462885,35.04981348808432,95.56212565464408,0.26814995951174897,normal
2023-01-01 10:00:00,474.9683962507131,8.354568731241033,1.867722861797064,38.491941071429274,96.16686665052862,0.3958745777823396,normal
2023-01-01 11:00:00,469.18838990674124,11.486038196538056,5.523747025776575,43.46864366417793,95.68504024681286,0.3963833403340896,normal
2023-01-01 12:00:00,496.5795602023358,12.390479299372167,5.410198138317216,44.23971559835491,95.96110853598488,0.3565474392357474,normal
2023-01-01 13:00:00,482.24051790622383,9.604745414698154,4.798568522831913,42.358103636318134,96.4095623885654,0.32578027061895265,normal
2023-01-01 14:00:00,456.31325610980934,9.688962788651523,2.918152498085449,42.13050662506556,96.60828408702199,0.32637669373263534,normal
2023-01-01 15:00:00,467.664662812467,6.3467172175057005,1.8829638017745443,44.82003965617348,97.42097105593284,0.3699627075593057,normal
2023-01-01 16:00:00,459.9737542397245,4.614060236502882,2.19258205052329,33.12623177053641,96.20566269609967,0.38656553952115086,normal
2023-01-01 17:00:00,452.0340557849429,5.190700676302913,2.6638498661521455,31.44037254540673,97.018169792984,0.29006487550694376,normal
2023-01-01 18:00:00,419.20261229628653,0.08198655592778105,0.021114671666763063,30.488047450564675,96.75125530290424,0.2662726531961964,normal
2023-01-01 19:00:00,415.7030466458482,0.15157501750439922,4.321375272128929,24.295966426415152,97.43815910598765,0.36049756379664116,normal
2023-01-01 20:00:00,434.72728586497516,2.7671359031612877,0.0,25.131793951900537,96.99376032247886,0.22877804440042304,normal
2023-01-01 21:00:00,405.4780739642294,0.0,0.0,25.074958268790297,96.04378676959635,0.25980868420747477,normal
2023-01-01 22:00:00,425.2629514910521,0.9557164399705325,0.0,23.833487043104686,95.63367007677869,0.2877926583857752,normal
2023-01-01 23:00:00,403.55968047162685,1.9967835357697195,1.6715593162814004,30.10502839843778,96.76018159382394,0.24779271808467435,normal
2023-01-02 00:00:00,432.78451526711524,0.0,0.0,20.4807199897136,96.40071860141407,0.33544740249169114,normal
2023-01-02 01:00:00,416.90345381266604,1.0315569442258152,0.0,21.81199195428493,96.10963187311536,0.32790019472877385,normal
2023-01-02 02:00:00,435.22299882776963,0.0,0.0,15.770853508927898,96.02789057464624,0.2585499779292431,normal
2023-01-02 03:00:00,425.8969530762663,0.0,0.7022278165029288,15.269580620062014,96.89254158925137,0.33172372600723393,normal
2023-01-02 04:00:00,405.3213572392568,0.4619596992571612,0.0,15.814997288678875,97.69239966025783,0.33960169171351084,normal
2023-01-02 05:00:00,437.09553278492695,0.9582800077327082,0.0,18.790986090554664,96.49793180121804,0.2830551462495068,normal
2023-01-02 06:00:00,438.61494319713273,1.3451238148874949,4.132433253421935,12.33998224057231,97.19406245303661,0.2566532373784243,normal
2023-01-02 07:00:00,454.6855803583477,6.221219944815667,3.31382005724012,25.808941481595266,96.57650606764551,0.3920019640728897,normal
2023-01-02 08:00:00,443.04768634410533,5.71267746015097,0.9258823189703365,34.579241632649605,95.73268212204822,0.34800495614866545,normal
2023-01-02 09:00:00,457.6922659262334,8.877932114341125,3.111207817331824,25.76763807446484,97.07937223498928,0.3117882622676838,normal
2023-01-02 10:00:00,480.87788803826044,10.23313124515146,8.640602998568689,42.835396892956,95.72565382018924,0.39021263165149656,normal
2023-01-02 11:00:00,468.956407411606,11.414677370550896,4.336835008511875,38.83074508441908,96.45551480208985,0.339738715568959,normal
2023-01-02 12:00:00,505.6250724965608,12.006031010283046,3.861714718091726,45.9702250804413,96.13053437479019,0.3217156267241151,normal
2023-01-02 13:00:00,476.17754396866064,10.33502622392898,2.5621631011171586,45.058170796403516,94.65083429920193,0.41164083038581784,warning
2023-01-02 14:00:00,438.0896610200966,9.60358021419572,2.4978346620930614,43.95963271152405,95.73071491384472,0.3794654369158375,normal
2023-01-02 15:00:00,470.45499179089705,6.423243955050664,1.2938551015059396,38.75316211961091,96.67822451288701,0.24781890158525327,normal
2023-01-02 16:00:00,451.01670718166554,4.9860810391922685,0.0,40.95617736247591,95.90677889515364,0.320391125147383,normal
2023-01-02 17:00:00,436.4753841604599,3.2504602378796488,0.0,32.67875631704677,96.22815552784702,0.3706798085773577,normal
2023-01-02 18:00:00,415.5765676105716,0.0,0.0,23.689035664214625,94.48854432851272,0.2769033352846885,normal
2023-01-02 19:00:00,429.68455699928023,0.9974533238397069,1.8732306125477463,22.34280292076954,97.9451170991592,0.35652994825879547,normal
2023-01-02 20:00:00,433.43625334264055,1.0458671595457703,0.0,29.74511816675627,94.59994683353479,0.4495156369445572,warning
2023-01-02 21:00:00,423.39663794710384,0.39260466345334827,0.0,25.517233601525724,96.18183300441422,0.2984133025834934,normal
