timestamp,price_eur_kwh
2023-01-01 00:00:00,0.11964957367950042
2023-01-01 01:00:00,0.12683647156416475
2023-01-01 02:00:00,0.12901963452564846
2023-01-01 03:00:00,0.13405429062544166
2023-01-01 04:00:00,0.13928083877041378
2023-01-01 05:00:00,0.13044032279052503
2023-01-01 06:00:00,0.13597548713135138
2023-01-01 07:00:00,0.13733473098016036
2023-01-01 08:00:00,0.14383695599376084
2023-01-01 09:00:00,0.14598466707923693
2023-01-01 10:00:00,0.145089063081971
2023-01-01 11:00:00,0.13554973229816772
2023-01-01 12:00:00,0.13098678886709797
2023-01-01 13:00:00,0.1321693864159104
2023-01-01 14:00:00,0.12905990118173713
2023-01-01 15:00:00,0.14880790356987905
2023-01-01 16:00:00,0.1382000793053733
2023-01-01 17:00:00,0.15604421693624998
2023-01-01 18:00:00,0.17237635209077154
2023-01-01 19:00:00,0.16503752686744785
2023-01-01 20:00:00,0.1612929983534799
2023-01-01 21:00:00,0.15327197902190795
2023-01-01 22:00:00,0.14512957919879357
2023-01-01 23:00:00,0.14462050676188773
2023-01-02 00:00:00,0.12914755390753807
2023-01-02 01:00:00,0.14827111617848635
2023-01-02 02:00:00,0.13440874002091382
2023-01-02 03:00:00,0.14202028378666326
2023-01-02 04:00:00,0.14423191323607862
2023-01-02 05:00:00,0.15345856009851797
2023-01-02 06:00:00,0.14703915292798433
2023-01-02 07:00:00,0.16093348360514315
2023-01-02 08:00:00,0.17012860340573
2023-01-02 09:00:00,0.15183700518404122
2023-01-02 10:00:00,0.1561009213370775
2023-01-02 11:00:00,0.1476195765273973
2023-01-02 12:00:00,0.14971546251433737
2023-01-02 13:00:00,0.14650633534174545
2023-01-02 14:00:00,0.1450281811446657
2023-01-02 15:00:00,0.15579957138576056
2023-01-02 16:00:00,0.1702601249898973
2023-01-02 17:00:00,0.16916599508313485
2023-01-02 18:00:00,0.18085711070536423
2023-01-02 19:00:00,0.17353716285529208
2023-01-02 20:00:00,0.17246101164439734
2023-01-02 21:00:00,0.17242123752536198
2023-01-02 22:00:00,0.16845211775028543
2023-01-02 23:00:00,0.1545343311324334
2023-01-03 00:00:00,0.13864157331156982
2023-01-03 01:00:00,0.14060040469912147
2023-01-03 02:00:00,0.13527648711331597
2023-01-03 03:00:00,0.14637612206461215
2023-01-03 04:00:00,0.15078980064918898
2023-01-03 05:00:00,0.14825534208549895
2023-01-03 06:00:00,0.15267956394860555
2023-01-03 07:00:00,0.15995201142299367
2023-01-03 08:00:00,0.15782345660909275
2023-01-03 09:00:00,0.15832221213387615
2023-01-03 10:00:00,0.1656509994448581
2023-01-03 11:00:00,0.14969435891265037
2023-01-03 12:00:00,0.14579432572326606
