timestamp,load_kwh,solar_kwh,wind_kwh,fossil_kwh,co2_kg
2023-01-01 00:00:00,223.2884971741416,0.9934283060224653,35.74359126012796,186.5514776079912,130.96333880431555
2023-01-01 01:00:00,219.25169632062762,0.0,46.60729314308025,172.64440317754736,121.31715515571395
2023-01-01 02:00:00,241.89084515093205,1.295377076201385,48.62102890359849,191.9744391711322,134.89422525035255
2023-01-01 03:00:00,215.42844859297145,3.0460597128160507,53.75644722379434,158.62594165636105,111.636644825947
2023-01-01 04:00:00,232.85433672566896,0.0,57.2795804081712,175.57475631749776,123.47512522633014
2023-01-01 05:00:00,276.4052111888789,0.0,36.51450138100126,239.89070980787767,168.28864187932436
2023-01-01 06:00:00,271.2221201718322,3.158425631014783,38.1483948259415,229.9152997148759,161.38536226129284
2023-01-01 07:00:00,314.3686639677656,10.660363202942984,34.57463204430728,269.13366872051535,188.95252168886265
2023-01-01 08:00:00,347.057731161124,16.690151399298855,42.76309604276836,287.6044837190568,202.08457259175344
2023-01-01 09:00:00,334.83374240366726,26.016432641672637,48.36612191119489,260.4511878507997,183.3198213675052
2023-01-01 10:00:00,367.64964520134515,29.607661802560557,52.533931048337024,285.50805235044754,200.97312919184785
2023-01-01 11:00:00,352.8373158904489,33.12534679199736,44.02764672648403,275.6843223719675,194.081809063482
2023-01-01 12:00:00,389.45573338193435,35.742124885469586,42.076474729585456,311.6371337668793,219.28160088182074
2023-01-01 13:00:00,383.85202759759323,30.23024580982228,45.84931885361413,307.7724629341568,216.50382215864232
2023-01-01 14:00:00,385.2303081433204,27.084661523159422,37.95411170258402,320.191534917577,225.0553087897929
2023-01-01 15:00:00,360.4591190300159,23.80673749601877,61.351564689182396,275.3008168448148,193.80022218818254
2023-01-01 16:00:00,332.51295906920797,15.603437930499911,31.77396669867974,285.13555444002833,200.22469653361662
2023-01-01 17:00:00,348.40944877903434,9.753988409827725,46.11317954679001,292.5422808224166,205.43580813935606
2023-01-01 18:00:00,290.6151441288016,0.0,60.82410466946132,229.79103945934028,161.4619686682328
2023-01-01 19:00:00,296.1004104241537,0.0,44.68965367210419,251.41075675204954,176.43442626315573
2023-01-01 20:00:00,294.27287219588965,2.931297537843108,43.11494263561225,248.22663202243427,174.24841779281695
2023-01-01 21:00:00,263.7391338458873,0.0,41.775691533140794,221.9634423127465,155.79216653425397
2023-01-01 22:00:00,273.51726498471515,0.13505640937584767,43.19212146152495,230.19008711381434,161.5676833224728
2023-01-01 23:00:00,246.9552727937633,0.0,55.61804271303645,191.33723008072684,134.49224148363913
2023-01-02 00:00:00,214.6385386531282,0.0,31.121883493751042,183.51665515937714,128.7728774465015
2023-01-02 01:00:00,222.13078127890887,0.22184517941973217,61.0842483947577,160.82468770473145,113.19256078084798
2023-01-02 02:00:00,223.73645393984532,0.0,37.42512156478594,186.31133237505938,130.7921838781894
2023-01-02 03:00:00,208.7063968281903,0.7513960366913439,46.68356015051178,161.27144064098718,113.37187197092996
2023-01-02 04:00:00,231.0465543389482,0.0,45.3828234219978,185.66373091695039,130.41843987608524
2023-01-02 05:00:00,253.3096669764394,0.0,53.525204942552854,199.78446203388654,140.3843754731461
2023-01-02 06:00:00,250.4722494300966,0.0,36.03178396931712,214.44046546077948,150.4686436622388
2023-01-02 07:00:00,302.43348260491194,12.896857477372436,52.51416011304264,237.02246501449687,166.69880426082568
2023-01-02 08:00:00,318.6905265195433,17.73116763769472,65.01125577068191,235.9481031111667,166.16840808827737
2023-01-02 09:00:00,316.62767206146367,22.998411808584553,37.91138674764461,255.7178735052345,179.84159355731228
2023-01-02 10:00:00,364.35281605522107,32.40312880822922,50.334428125270264,281.6152591217216,198.2820882426224
2023-01-02 11:00:00,381.74120405425674,31.86444747490887,43.52092136201422,306.35583521733366,215.5215828152519
2023-01-02 12:00:00,382.40066386723606,35.934051364350694,52.22387643393138,294.242736068954,207.21083503989414
2023-01-02 13:00:00,376.86005795300275,30.386794527091368,48.96996100371312,297.50330242219826,209.34974719611773
2023-01-02 14:00:00,387.86677896054056,28.10166688622599,43.68488351203262,316.08022856228195,222.2550421664422
2023-01-02 15:00:00,381.2064182910428,25.50755613823461,52.71975706335569,302.9791050894525,213.122722256015
2023-01-02 16:00:00,362.9006766218564,19.23509524716141,63.25156366268104,280.41401771201396,197.3070299399798
2023-01-02 17:00:00,329.3518968246159,9.535037670734509,47.28954845056871,272.52731070331265,191.43271373023924
2023-01-02 18:00:00,326.57561567200673,0.0,54.574842321572554,272.0007733504342,190.94628976851965
2023-01-02 19:00:00,319.6532903435195,0.0,38.47059512141779,281.1826952221017,197.21259260668538
2023-01-02 20:00:00,272.0661210937597,0.0,41.165287769843026,230.9008333239167,162.0422362044401
2023-01-02 21:00:00,293.19017066812376,0.0,52.59602900743012,240.59414166069365,168.94185945255984
2023-01-02 22:00:00,237.26807407643275,0.0,60.689707012674816,176.57836706375792,124.21175401475729
2023-01-02 23:00:00,232.92515347848428,2.1142444524378314,51.661685574672376,179.14922345137407,125.96335816075732
2023-01-03 00:00:00,215.2196333179422,0.6872365791369228,49.63079067143898,164.9016060673663,115.94117688545352
2023-01-03 01:00:00,225.9300458999666,0.0,52.12958615901105,173.80045974095555,122.18161768025898
