timestamp,solar_irradiance_w_m2,ambient_temperature_c,humidity_pct
2023-01-01 00:00:00,0.0,12.914790935372611,60.53366235166062
2023-01-01 01:00:00,0.0,14.183630676725812,61.479125598393324
2023-01-01 02:00:00,0.0,13.134150346240249,68.97091066204312
2023-01-01 03:00:00,0.0,12.865090655674084,61.18894139255441
2023-01-01 04:00:00,0.0,12.298788222383426,63.527935542534436
2023-01-01 05:00:00,0.0,5.864877778471655,74.2127726790541
2023-01-01 06:00:00,63.16851262029566,5.319839404119369,67.68534716751742
2023-01-01 07:00:00,196.64124860466666,3.8269961736830354,73.61683745276036
2023-01-01 08:00:00,301.79994365415934,5.669667131032715,74.61976461601085
2023-01-01 09:00:00,475.0694569336262,7.274868640404937,63.755385572030995
2023-01-01 10:00:00,536.7222679895913,8.91622345971825,65.33788993726226
2023-01-01 11:00:00,600.6817244859276,7.743164114842347,56.51364881721939
2023-01-01 12:00:00,650.8363290457562,8.49801180273699,61.69937493008258
2023-01-01 13:00:00,542.779704842426,10.888308563129034,56.353541662382554
2023-01-01 14:00:00,486.26226240156853,10.467421045986631,56.001588356155175
2023-01-01 15:00:00,430.87555402054875,17.869698563251347,46.55465919995724
2023-01-01 16:00:00,280.06567427818044,11.922384795010561,44.66706732991348
2023-01-01 17:00:00,178.51375274236142,16.74982869415741,50.63809391191931
2023-01-01 18:00:00,0.0,21.381071710412588,38.32844492456334
2023-01-01 19:00:00,0.0,17.946861496101082,47.82896405270382
2023-01-01 20:00:00,0.0,17.75762877924369,54.22905882656565
2023-01-01 21:00:00,0.0,17.218370961360232,53.15840546281202
2023-01-01 22:00:00,0.0,16.97307590842849,62.23628026412484
2023-01-01 23:00:00,0.0,19.126044485719024,59.53741436746758
2023-01-02 00:00:00,0.0,10.851649070322951,59.02913427235639
2023-01-02 01:00:00,0.0,16.895154566189742,60.66167623631088
2023-01-02 02:00:00,0.0,9.427458588081677,65.75364214527379
2023-01-02 03:00:00,0.0,10.189153963898011,60.504919194942005
2023-01-02 04:00:00,0.0,8.416884052384642,64.75736891818282
2023-01-02 05:00:00,0.0,9.20983874540412,66.15203699937851
2023-01-02 06:00:00,0.0,3.8829717665078394,62.64103871563488
2023-01-02 07:00:00,240.98142447157088,7.404163267411442,68.41609546957635
2023-01-02 08:00:00,,10.32399213955567,64.49857080110237
2023-01-02 09:00:00,413.6443337852233,3.7534699260619355,60.43168943172273
2023-01-02 10:00:00,591.3276142939133,7.4586328054961255,64.95808741918144
2023-01-02 11:00:00,574.0093220358319,6.7087678502694645,64.50910705362911
2023-01-02 12:00:00,653.1691362700237,10.127147305368037,58.77401190195537
2023-01-02 13:00:00,544.4562630794818,10.760754177198347,54.323350210564946
2023-01-02 14:00:00,505.2983758538486,10.992399074893347,56.21271482006837
2023-01-02 15:00:00,463.82722037822435,14.804031733339238,53.39066234496163
2023-01-02 16:00:00,351.94595943473314,18.88406911255545,49.06017311228848
2023-01-02 17:00:00,173.74502833881235,16.136205996646652,45.63344799993763
2023-01-02 18:00:00,0.0,18.91104119998496,48.92347585173969
2023-01-02 19:00:00,0.0,15.48438193497405,55.11152840553938
